Age Group,State,Gender,Yearly July 1st Estimates,Population
25-29 years,Massachusetts,Female,1991,274395
25-29 years,Massachusetts,Female,1992,268554
25-29 years,Massachusetts,Female,1993,263557
25-29 years,Massachusetts,Female,1994,260014
25-29 years,Massachusetts,Female,1995,259570
25-29 years,Massachusetts,Female,1996,259862
25-29 years,Massachusetts,Female,1997,255575
25-29 years,Massachusetts,Female,1998,244663
25-29 years,Massachusetts,Female,1999,231390
25-29 years,Massachusetts,Female,2000,219427
25-29 years,Massachusetts,Female,2001,213431
25-29 years,Massachusetts,Female,2002,210668
25-29 years,Massachusetts,Female,2003,209258
25-29 years,Massachusetts,Female,2004,209294
25-29 years,Massachusetts,Female,2005,209781
25-29 years,Massachusetts,Female,2006,210919
25-29 years,Massachusetts,Female,2007,211772
25-29 years,Massachusetts,Female,2008,216671
25-29 years,Massachusetts,Female,2009,220806
25-29 years,Massachusetts,Female,2010,224820
25-29 years,Massachusetts,Female,2011,230536
25-29 years,Massachusetts,Female,2012,236382
25-29 years,Massachusetts,Female,2013,241493
25-29 years,Massachusetts,Female,2014,245514
25-29 years,Massachusetts,Female,2015,246867
